?Время	O	H	L	C	V	OI	Состояние
18.12.2017 11:00:00	115260	115260	115260	115260	1	0	Finished
18.12.2017 13:00:00	115000	115000	115000	115000	1	0	Finished
18.12.2017 17:00:00	113850	114030	113850	114030	2	0	Finished
19.12.2017 10:00:00	114800	114800	114800	114800	2	0	Finished
19.12.2017 12:00:00	113810	113810	113810	113810	1	0	Finished
19.12.2017 14:00:00	113700	113700	113600	113600	3	0	Finished
19.12.2017 18:00:00	113270	113270	113270	113270	2	0	Finished
19.12.2017 21:00:00	113370	113370	113200	113200	3	0	Finished
20.12.2017 10:00:00	112810	112810	112810	112810	1	0	Finished
20.12.2017 15:00:00	113110	113110	113110	113110	1	0	Finished
20.12.2017 17:00:00	112860	112860	112860	112860	1	0	Finished
20.12.2017 18:00:00	113130	113130	113130	113130	1	0	Finished
20.12.2017 19:00:00	113120	113120	113120	113120	1	0	Finished
20.12.2017 20:00:00	113060	113060	113060	113060	1	0	Finished
20.12.2017 23:00:00	113570	113580	113570	113580	12	0	Finished
21.12.2017 10:00:00	113160	113360	113160	113200	3	0	Finished
21.12.2017 11:00:00	113160	113200	112900	113000	27	0	Finished
21.12.2017 12:00:00	112650	112650	112530	112530	19	0	Finished
21.12.2017 13:00:00	112520	112520	112500	112500	2	0	Finished
21.12.2017 14:00:00	112810	112810	112810	112810	1	0	Finished
21.12.2017 15:00:00	112890	112890	112620	112700	26	0	Finished
21.12.2017 16:00:00	112700	112840	112400	112400	156	0	Finished
21.12.2017 17:00:00	112480	112500	112460	112500	14	0	Finished
21.12.2017 18:00:00	112500	112600	112410	112600	81	0	Finished
21.12.2017 19:00:00	112510	112780	112470	112530	47	0	Finished
21.12.2017 20:00:00	112560	112720	112560	112690	37	0	Finished
21.12.2017 21:00:00	112690	112750	112670	112750	9	0	Finished
21.12.2017 22:00:00	112710	112740	112670	112670	16	0	Finished
21.12.2017 23:00:00	112740	112760	112710	112710	26	0	Finished
22.12.2017 10:00:00	112770	113000	112770	112880	47	0	Finished
22.12.2017 11:00:00	113000	113160	113000	113160	140	0	Finished
22.12.2017 12:00:00	113260	113500	113150	113430	193	0	Finished
22.12.2017 13:00:00	113420	113540	113380	113450	183	0	Finished
22.12.2017 14:00:00	113420	113530	113390	113500	21	0	Finished
22.12.2017 15:00:00	113460	113460	113200	113200	4	0	Finished
22.12.2017 16:00:00	113200	113300	113200	113300	12	0	Finished
22.12.2017 17:00:00	113210	113360	113210	113360	3	0	Finished
22.12.2017 18:00:00	113240	113300	113240	113300	2	0	Finished
22.12.2017 19:00:00	113460	113830	113460	113730	66	0	Finished
22.12.2017 20:00:00	113730	113800	113660	113660	22	0	Finished
22.12.2017 21:00:00	113700	113820	113700	113820	6	0	Finished
22.12.2017 22:00:00	113750	113750	113730	113730	2	0	Finished
22.12.2017 23:00:00	113820	113820	113820	113820	1	0	Finished
25.12.2017 10:00:00	113820	114140	113730	113920	114	0	Finished
25.12.2017 11:00:00	113900	113900	113880	113880	2	0	Finished
25.12.2017 12:00:00	113980	113980	113980	113980	2	0	Finished
25.12.2017 13:00:00	114010	114010	114010	114010	1	0	Finished
25.12.2017 14:00:00	114010	114010	114010	114010	1	0	Finished
25.12.2017 15:00:00	114070	114210	114030	114150	47	0	Finished
25.12.2017 16:00:00	114030	114120	114020	114120	10	0	Finished
25.12.2017 17:00:00	114000	114000	114000	114000	10	0	Finished
25.12.2017 18:00:00	114000	114050	114000	114050	12	0	Finished
25.12.2017 19:00:00	114050	114050	113750	113750	23	0	Finished
25.12.2017 20:00:00	113750	113850	113750	113850	20	0	Finished
25.12.2017 23:00:00	113950	113980	113950	113980	4	0	Finished
26.12.2017 10:00:00	113840	114260	113840	113880	37	0	Finished
26.12.2017 12:00:00	114030	114100	113750	113900	15	0	Finished
26.12.2017 13:00:00	113510	113510	113500	113500	2	0	Finished
26.12.2017 14:00:00	113610	113610	113610	113610	20	0	Finished
26.12.2017 15:00:00	113440	113740	113400	113740	4	0	Finished
26.12.2017 16:00:00	113730	113820	113730	113820	31	0	Finished
26.12.2017 17:00:00	113930	114040	113870	113870	6	0	Finished
26.12.2017 18:00:00	113980	114260	113980	114150	129	0	Finished
26.12.2017 19:00:00	114360	114400	114350	114400	46	0	Finished
26.12.2017 20:00:00	114360	114360	114350	114350	6	0	Finished
26.12.2017 21:00:00	114320	114320	114210	114210	108	0	Finished
26.12.2017 22:00:00	114270	114270	114270	114270	1	0	Finished
26.12.2017 23:00:00	114380	114390	114380	114390	2	0	Finished
27.12.2017 10:00:00	114400	114520	114400	114420	46	0	Finished
27.12.2017 11:00:00	114550	114630	114550	114620	17	0	Finished
27.12.2017 12:00:00	114660	114660	114380	114380	10	0	Finished
27.12.2017 13:00:00	114430	114430	114300	114370	393	0	Finished
27.12.2017 14:00:00	114410	114570	114260	114350	257	0	Finished
27.12.2017 15:00:00	114330	114330	114230	114230	14	0	Finished
27.12.2017 16:00:00	114390	114480	114390	114480	13	0	Finished
27.12.2017 17:00:00	114560	114570	114300	114300	6	0	Finished
27.12.2017 18:00:00	114410	114530	114350	114530	10	0	Finished
27.12.2017 19:00:00	114410	114410	114240	114240	3	0	Finished
27.12.2017 20:00:00	114110	114110	114110	114110	10	0	Finished
28.12.2017 10:00:00	114340	114580	114340	114510	134	0	Finished
28.12.2017 11:00:00	114570	114570	114450	114450	4	0	Finished
28.12.2017 12:00:00	114550	114710	114530	114630	9	0	Finished
28.12.2017 14:00:00	114540	114540	114400	114400	20	0	Finished
28.12.2017 15:00:00	114250	114250	113940	114050	71	0	Finished
28.12.2017 16:00:00	113950	114070	113900	114070	130	0	Finished
28.12.2017 17:00:00	114060	114260	114060	114200	30	0	Finished
28.12.2017 18:00:00	114190	114280	114160	114210	65	0	Finished
28.12.2017 19:00:00	114220	114270	114200	114270	3	0	Finished
28.12.2017 20:00:00	114130	114130	114100	114100	2	0	Finished
28.12.2017 21:00:00	114080	114080	114030	114050	45	0	Finished
29.12.2017 10:00:00	114150	114200	114050	114200	8	0	Finished
29.12.2017 11:00:00	114100	114190	114000	114000	8	0	Finished
29.12.2017 12:00:00	114020	114040	114010	114030	23	0	Finished
29.12.2017 13:00:00	114040	114170	113970	113970	21	0	Finished
29.12.2017 14:00:00	114100	114180	113980	113980	31	0	Finished
29.12.2017 15:00:00	113860	114090	113680	113970	120	0	Finished
29.12.2017 16:00:00	113950	114060	113950	114060	34	0	Finished
29.12.2017 17:00:00	114090	114600	114090	114590	104	0	Finished
29.12.2017 18:00:00	114420	115000	114330	115000	87	0	Finished
03.01.2018 10:00:00	115430	115830	115430	115770	10	0	Finished
03.01.2018 11:00:00	116070	116500	116070	116500	40	0	Finished
03.01.2018 12:00:00	116400	116680	116350	116680	138	0	Finished
03.01.2018 13:00:00	116610	116610	116500	116520	16	0	Finished
03.01.2018 14:00:00	116700	116700	116700	116700	1	0	Finished
03.01.2018 15:00:00	116550	116650	116550	116650	2	0	Finished
03.01.2018 16:00:00	116830	116900	116830	116900	10	0	Finished
03.01.2018 17:00:00	117150	117190	117150	117190	3	0	Finished
03.01.2018 18:00:00	117330	117500	117330	117500	13	0	Finished
03.01.2018 19:00:00	117810	117810	117580	117800	7	0	Finished
03.01.2018 20:00:00	118000	118160	117940	118060	6	0	Finished
03.01.2018 21:00:00	118530	118530	118000	118120	34	0	Finished
03.01.2018 22:00:00	118000	118000	117820	117820	4	0	Finished
