?Время	O	H	L	C	V	OI	Состояние
18.12.2017 10:00:00	114200	114910	114200	114910	14790	0	Finished
18.12.2017 10:05:00	114900	115060	114840	114900	7918	0	Finished
18.12.2017 10:10:00	114900	114980	114830	114950	3873	0	Finished
18.12.2017 10:15:00	114940	115270	114940	115230	13658	0	Finished
18.12.2017 10:20:00	115240	115320	115140	115150	7422	0	Finished
18.12.2017 10:25:00	115150	115340	115130	115320	5331	0	Finished
18.12.2017 10:30:00	115330	115380	115160	115220	4782	0	Finished
18.12.2017 10:35:00	115220	115260	115170	115220	1265	0	Finished
18.12.2017 10:40:00	115220	115240	115150	115190	1553	0	Finished
18.12.2017 10:45:00	115200	115290	115170	115270	1575	0	Finished
18.12.2017 10:50:00	115270	115320	115240	115280	2235	0	Finished
18.12.2017 10:55:00	115260	115300	115240	115290	1357	0	Finished
18.12.2017 11:00:00	115300	115330	115150	115240	7623	0	Finished
18.12.2017 11:05:00	115240	115340	115180	115260	4185	0	Finished
18.12.2017 11:10:00	115260	115280	115200	115210	2112	0	Finished
18.12.2017 11:15:00	115210	115280	115200	115270	1601	0	Finished
18.12.2017 11:20:00	115260	115440	115210	115380	6209	0	Finished
18.12.2017 11:25:00	115380	115530	115350	115410	7576	0	Finished
18.12.2017 11:30:00	115400	115460	115340	115410	2602	0	Finished
18.12.2017 11:35:00	115420	115470	115360	115390	1527	0	Finished
18.12.2017 11:40:00	115400	115480	115390	115420	1729	0	Finished
18.12.2017 11:45:00	115420	115460	115370	115380	2357	0	Finished
18.12.2017 11:50:00	115360	115400	115300	115370	2639	0	Finished
18.12.2017 11:55:00	115370	115400	115220	115230	2836	0	Finished
18.12.2017 12:00:00	115220	115300	115160	115190	3374	0	Finished
18.12.2017 12:05:00	115190	115250	115170	115190	1607	0	Finished
18.12.2017 12:10:00	115190	115290	115180	115290	1429	0	Finished
18.12.2017 12:15:00	115280	115340	115250	115300	1444	0	Finished
18.12.2017 12:20:00	115300	115340	115230	115270	1596	0	Finished
18.12.2017 12:25:00	115270	115310	115210	115240	1997	0	Finished
18.12.2017 12:30:00	115250	115280	115100	115240	3564	0	Finished
18.12.2017 12:35:00	115240	115270	115150	115170	2194	0	Finished
18.12.2017 12:40:00	115170	115230	115110	115150	2139	0	Finished
18.12.2017 12:45:00	115150	115180	115120	115150	1208	0	Finished
18.12.2017 12:50:00	115140	115160	115000	115040	4517	0	Finished
18.12.2017 12:55:00	115040	115040	114980	115020	2134	0	Finished
