<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ8 [SPBFUT],5,20180912,200000,105870.000000,106190.000000,105860.000000,106060.000000,127.000000
RIZ8 [SPBFUT],5,20180912,200500,106040.000000,106040.000000,106010.000000,106010.000000,8.000000
RIZ8 [SPBFUT],5,20180912,201000,106080.000000,106120.000000,106080.000000,106120.000000,10.000000
RIZ8 [SPBFUT],5,20180912,201500,106150.000000,106150.000000,106060.000000,106060.000000,11.000000
RIZ8 [SPBFUT],5,20180912,202000,106020.000000,106020.000000,106000.000000,106000.000000,7.000000
RIZ8 [SPBFUT],5,20180912,202500,105960.000000,106100.000000,105950.000000,106000.000000,6.000000
RIZ8 [SPBFUT],5,20180912,203000,106030.000000,106120.000000,106030.000000,106100.000000,3.000000
RIZ8 [SPBFUT],5,20180912,203500,106050.000000,106170.000000,106050.000000,106150.000000,9.000000
RIZ8 [SPBFUT],5,20180912,204000,106190.000000,106300.000000,106100.000000,106100.000000,34.000000
RIZ8 [SPBFUT],5,20180912,204500,106100.000000,106100.000000,106100.000000,106100.000000,1.000000
RIZ8 [SPBFUT],5,20180912,205000,106120.000000,106120.000000,106090.000000,106090.000000,3.000000
RIZ8 [SPBFUT],5,20180912,205500,106150.000000,106300.000000,106140.000000,106300.000000,141.000000
RIZ8 [SPBFUT],5,20180912,210000,106290.000000,106290.000000,106290.000000,106290.000000,2.000000
RIZ8 [SPBFUT],5,20180912,210500,106210.000000,106210.000000,106150.000000,106150.000000,28.000000
RIZ8 [SPBFUT],5,20180912,211500,106140.000000,106140.000000,106100.000000,106100.000000,2.000000
RIZ8 [SPBFUT],5,20180912,212000,106110.000000,106200.000000,106110.000000,106150.000000,23.000000
RIZ8 [SPBFUT],5,20180912,212500,106240.000000,106270.000000,106240.000000,106260.000000,27.000000
RIZ8 [SPBFUT],5,20180912,213000,106200.000000,106220.000000,106200.000000,106220.000000,3.000000
RIZ8 [SPBFUT],5,20180912,214000,106130.000000,106130.000000,106130.000000,106130.000000,1.000000
RIZ8 [SPBFUT],5,20180912,214500,106170.000000,106170.000000,106130.000000,106150.000000,66.000000
RIZ8 [SPBFUT],5,20180912,215000,106170.000000,106170.000000,106130.000000,106130.000000,13.000000
RIZ8 [SPBFUT],5,20180912,215500,106140.000000,106140.000000,106080.000000,106080.000000,31.000000
RIZ8 [SPBFUT],5,20180912,220000,106120.000000,106240.000000,106120.000000,106220.000000,16.000000
RIZ8 [SPBFUT],5,20180912,220500,106160.000000,106160.000000,106160.000000,106160.000000,3.000000
RIZ8 [SPBFUT],5,20180912,221000,106200.000000,106200.000000,106200.000000,106200.000000,1.000000
RIZ8 [SPBFUT],5,20180912,221500,106180.000000,106200.000000,106180.000000,106190.000000,3.000000
RIZ8 [SPBFUT],5,20180912,222000,106200.000000,106200.000000,106180.000000,106200.000000,4.000000
RIZ8 [SPBFUT],5,20180912,222500,106200.000000,106200.000000,106200.000000,106200.000000,2.000000
RIZ8 [SPBFUT],5,20180912,223000,106140.000000,106180.000000,106040.000000,106040.000000,23.000000
RIZ8 [SPBFUT],5,20180912,223500,106000.000000,106020.000000,105990.000000,105990.000000,15.000000
RIZ8 [SPBFUT],5,20180912,224000,105960.000000,106070.000000,105950.000000,106070.000000,13.000000
RIZ8 [SPBFUT],5,20180912,224500,106020.000000,106020.000000,105980.000000,105980.000000,4.000000
RIZ8 [SPBFUT],5,20180912,225000,105900.000000,105980.000000,105900.000000,105950.000000,10.000000
RIZ8 [SPBFUT],5,20180912,225500,105970.000000,106000.000000,105800.000000,106000.000000,14.000000
RIZ8 [SPBFUT],5,20180912,230500,105850.000000,105850.000000,105850.000000,105850.000000,1.000000
RIZ8 [SPBFUT],5,20180912,231000,105920.000000,105920.000000,105920.000000,105920.000000,2.000000
RIZ8 [SPBFUT],5,20180912,231500,105950.000000,105950.000000,105950.000000,105950.000000,7.000000
RIZ8 [SPBFUT],5,20180912,232000,105980.000000,106020.000000,105980.000000,106020.000000,19.000000
RIZ8 [SPBFUT],5,20180912,232500,106040.000000,106040.000000,106030.000000,106030.000000,2.000000
RIZ8 [SPBFUT],5,20180912,233500,106080.000000,106080.000000,106050.000000,106050.000000,2.000000
RIZ8 [SPBFUT],5,20180912,234000,106010.000000,106040.000000,106000.000000,106000.000000,40.000000
RIZ8 [SPBFUT],5,20180912,234500,105920.000000,105970.000000,105920.000000,105970.000000,24.000000
RIZ8 [SPBFUT],5,20180913,100000,105890.000000,106500.000000,105890.000000,106320.000000,205.000000
RIZ8 [SPBFUT],5,20180913,100500,106380.000000,106600.000000,106360.000000,106510.000000,374.000000
RIZ8 [SPBFUT],5,20180913,101000,106510.000000,106590.000000,106420.000000,106470.000000,95.000000
RIZ8 [SPBFUT],5,20180913,101500,106440.000000,106650.000000,106370.000000,106630.000000,176.000000
RIZ8 [SPBFUT],5,20180913,102000,106630.000000,106670.000000,106530.000000,106640.000000,268.000000
RIZ8 [SPBFUT],5,20180913,102500,106610.000000,106630.000000,106560.000000,106630.000000,114.000000
RIZ8 [SPBFUT],5,20180913,103000,106630.000000,106680.000000,106580.000000,106680.000000,35.000000
RIZ8 [SPBFUT],5,20180913,103500,106690.000000,106750.000000,106680.000000,106700.000000,58.000000
RIZ8 [SPBFUT],5,20180913,104000,106720.000000,106760.000000,106710.000000,106760.000000,20.000000
RIZ8 [SPBFUT],5,20180913,104500,106760.000000,106920.000000,106740.000000,106920.000000,163.000000
RIZ8 [SPBFUT],5,20180913,105000,106930.000000,107050.000000,106880.000000,106950.000000,111.000000
RIZ8 [SPBFUT],5,20180913,105500,107000.000000,107000.000000,106930.000000,106970.000000,106.000000
RIZ8 [SPBFUT],5,20180913,110000,106970.000000,107010.000000,106940.000000,106970.000000,119.000000
RIZ8 [SPBFUT],5,20180913,110500,106970.000000,107050.000000,106880.000000,106880.000000,301.000000
RIZ8 [SPBFUT],5,20180913,111000,106870.000000,106920.000000,106850.000000,106920.000000,81.000000
RIZ8 [SPBFUT],5,20180913,111500,106950.000000,106950.000000,106870.000000,106900.000000,176.000000
RIZ8 [SPBFUT],5,20180913,112000,106920.000000,106950.000000,106900.000000,106930.000000,57.000000
RIZ8 [SPBFUT],5,20180913,112500,106900.000000,106930.000000,106870.000000,106870.000000,206.000000
RIZ8 [SPBFUT],5,20180913,113000,106860.000000,106910.000000,106860.000000,106910.000000,33.000000
RIZ8 [SPBFUT],5,20180913,113500,106940.000000,106970.000000,106880.000000,106880.000000,51.000000
RIZ8 [SPBFUT],5,20180913,114000,106860.000000,106950.000000,106820.000000,106950.000000,34.000000
RIZ8 [SPBFUT],5,20180913,114500,106960.000000,107150.000000,106960.000000,107070.000000,405.000000
RIZ8 [SPBFUT],5,20180913,115000,107070.000000,107140.000000,107020.000000,107090.000000,83.000000
RIZ8 [SPBFUT],5,20180913,115500,107120.000000,107150.000000,107010.000000,107030.000000,80.000000
RIZ8 [SPBFUT],5,20180913,120000,107020.000000,107310.000000,107020.000000,107270.000000,308.000000
RIZ8 [SPBFUT],5,20180913,120500,107260.000000,107390.000000,107260.000000,107320.000000,178.000000
RIZ8 [SPBFUT],5,20180913,121000,107330.000000,107410.000000,107300.000000,107400.000000,260.000000
RIZ8 [SPBFUT],5,20180913,121500,107380.000000,107400.000000,107310.000000,107390.000000,109.000000
RIZ8 [SPBFUT],5,20180913,122000,107350.000000,107350.000000,107170.000000,107180.000000,177.000000
RIZ8 [SPBFUT],5,20180913,122500,107150.000000,107200.000000,107110.000000,107150.000000,41.000000
RIZ8 [SPBFUT],5,20180913,123000,107160.000000,107170.000000,107010.000000,107060.000000,237.000000
RIZ8 [SPBFUT],5,20180913,123500,107030.000000,107180.000000,107030.000000,107140.000000,178.000000
RIZ8 [SPBFUT],5,20180913,124000,107130.000000,107130.000000,106980.000000,107000.000000,115.000000
RIZ8 [SPBFUT],5,20180913,124500,107020.000000,107260.000000,107010.000000,107220.000000,107.000000
RIZ8 [SPBFUT],5,20180913,125000,107230.000000,107250.000000,107210.000000,107250.000000,60.000000
RIZ8 [SPBFUT],5,20180913,125500,107220.000000,107260.000000,107220.000000,107240.000000,135.000000
RIZ8 [SPBFUT],5,20180913,130000,107270.000000,107340.000000,107270.000000,107340.000000,116.000000
RIZ8 [SPBFUT],5,20180913,130500,107350.000000,107360.000000,107280.000000,107360.000000,125.000000
RIZ8 [SPBFUT],5,20180913,131000,107390.000000,107390.000000,107280.000000,107310.000000,66.000000
RIZ8 [SPBFUT],5,20180913,131500,107330.000000,107350.000000,107300.000000,107350.000000,19.000000
RIZ8 [SPBFUT],5,20180913,132000,107290.000000,107360.000000,107290.000000,107360.000000,32.000000
RIZ8 [SPBFUT],5,20180913,132500,107390.000000,107430.000000,107360.000000,107360.000000,63.000000
RIZ8 [SPBFUT],5,20180913,133000,107360.000000,107370.000000,107350.000000,107350.000000,5.000000
RIZ8 [SPBFUT],5,20180913,133500,107360.000000,107420.000000,107360.000000,107410.000000,18.000000
RIZ8 [SPBFUT],5,20180913,134000,107420.000000,107440.000000,107370.000000,107370.000000,84.000000
RIZ8 [SPBFUT],5,20180913,134500,107350.000000,107360.000000,107320.000000,107350.000000,18.000000
RIZ8 [SPBFUT],5,20180913,135000,107320.000000,107510.000000,107320.000000,107470.000000,131.000000
RIZ8 [SPBFUT],5,20180913,135500,107460.000000,107510.000000,107430.000000,107430.000000,44.000000
RIZ8 [SPBFUT],5,20180913,140500,107550.000000,107770.000000,107550.000000,107730.000000,299.000000
RIZ8 [SPBFUT],5,20180913,141000,107760.000000,107880.000000,107730.000000,107770.000000,242.000000
RIZ8 [SPBFUT],5,20180913,141500,107790.000000,107850.000000,107720.000000,107740.000000,125.000000
RIZ8 [SPBFUT],5,20180913,142000,107750.000000,107790.000000,107720.000000,107770.000000,52.000000
RIZ8 [SPBFUT],5,20180913,142500,107760.000000,108090.000000,107760.000000,108050.000000,207.000000
RIZ8 [SPBFUT],5,20180913,143000,108040.000000,108110.000000,108000.000000,108040.000000,276.000000
RIZ8 [SPBFUT],5,20180913,143500,108000.000000,108070.000000,108000.000000,108000.000000,115.000000
RIZ8 [SPBFUT],5,20180913,144000,108010.000000,108050.000000,107930.000000,108020.000000,72.000000
RIZ8 [SPBFUT],5,20180913,144500,108020.000000,108080.000000,108000.000000,108030.000000,76.000000
RIZ8 [SPBFUT],5,20180913,145000,108000.000000,108030.000000,107970.000000,108030.000000,26.000000
