?Время	O	H	L	C	V	OI	Состояние
18.12.2017 11:30:00	115260	115260	115260	115260	1	0	Finished
18.12.2017 13:00:00	115000	115000	115000	115000	1	0	Finished
18.12.2017 17:00:00	113850	114030	113850	114030	2	0	Finished
19.12.2017 10:00:00	114800	114800	114800	114800	2	0	Finished
19.12.2017 12:30:00	113810	113810	113810	113810	1	0	Finished
19.12.2017 14:00:00	113700	113700	113650	113650	2	0	Finished
19.12.2017 14:30:00	113600	113600	113600	113600	1	0	Finished
19.12.2017 18:30:00	113270	113270	113270	113270	2	0	Finished
19.12.2017 21:00:00	113370	113370	113370	113370	1	0	Finished
19.12.2017 21:30:00	113200	113200	113200	113200	2	0	Finished
20.12.2017 10:30:00	112810	112810	112810	112810	1	0	Finished
20.12.2017 15:00:00	113110	113110	113110	113110	1	0	Finished
20.12.2017 17:30:00	112860	112860	112860	112860	1	0	Finished
20.12.2017 18:00:00	113130	113130	113130	113130	1	0	Finished
20.12.2017 19:30:00	113120	113120	113120	113120	1	0	Finished
20.12.2017 20:00:00	113060	113060	113060	113060	1	0	Finished
20.12.2017 23:00:00	113570	113580	113570	113580	12	0	Finished
21.12.2017 10:00:00	113160	113360	113160	113360	2	0	Finished
21.12.2017 10:30:00	113200	113200	113200	113200	1	0	Finished
21.12.2017 11:00:00	113160	113160	113050	113050	3	0	Finished
21.12.2017 11:30:00	113190	113200	112900	113000	24	0	Finished
21.12.2017 12:30:00	112650	112650	112530	112530	19	0	Finished
21.12.2017 13:00:00	112520	112520	112500	112500	2	0	Finished
21.12.2017 14:00:00	112810	112810	112810	112810	1	0	Finished
21.12.2017 15:00:00	112890	112890	112890	112890	5	0	Finished
21.12.2017 15:30:00	112700	112700	112620	112700	21	0	Finished
21.12.2017 16:00:00	112700	112840	112610	112700	99	0	Finished
21.12.2017 16:30:00	112700	112730	112400	112400	57	0	Finished
21.12.2017 17:00:00	112480	112500	112460	112500	14	0	Finished
21.12.2017 18:00:00	112500	112500	112450	112450	45	0	Finished
21.12.2017 18:30:00	112450	112600	112410	112600	36	0	Finished
21.12.2017 19:00:00	112510	112780	112470	112670	36	0	Finished
21.12.2017 19:30:00	112640	112730	112530	112530	11	0	Finished
21.12.2017 20:00:00	112560	112650	112560	112650	32	0	Finished
21.12.2017 20:30:00	112660	112720	112660	112690	5	0	Finished
21.12.2017 21:00:00	112690	112740	112690	112710	5	0	Finished
21.12.2017 21:30:00	112670	112750	112670	112750	4	0	Finished
21.12.2017 22:00:00	112710	112740	112670	112670	16	0	Finished
21.12.2017 23:00:00	112740	112760	112740	112740	24	0	Finished
21.12.2017 23:30:00	112720	112720	112710	112710	2	0	Finished
22.12.2017 10:00:00	112770	113000	112770	112800	14	0	Finished
22.12.2017 10:30:00	112890	112890	112880	112880	33	0	Finished
22.12.2017 11:00:00	113000	113150	113000	113150	4	0	Finished
22.12.2017 11:30:00	113130	113160	113090	113160	136	0	Finished
22.12.2017 12:00:00	113260	113260	113150	113210	95	0	Finished
22.12.2017 12:30:00	113240	113500	113240	113430	98	0	Finished
22.12.2017 13:00:00	113420	113480	113380	113480	109	0	Finished
22.12.2017 13:30:00	113460	113540	113400	113450	74	0	Finished
22.12.2017 14:00:00	113420	113500	113390	113390	16	0	Finished
22.12.2017 14:30:00	113510	113530	113500	113500	5	0	Finished
22.12.2017 15:00:00	113460	113460	113200	113200	4	0	Finished
22.12.2017 16:30:00	113200	113300	113200	113300	12	0	Finished
22.12.2017 17:00:00	113210	113210	113210	113210	1	0	Finished
22.12.2017 17:30:00	113290	113360	113290	113360	2	0	Finished
22.12.2017 18:30:00	113240	113300	113240	113300	2	0	Finished
22.12.2017 19:00:00	113460	113570	113460	113570	7	0	Finished
22.12.2017 19:30:00	113830	113830	113730	113730	59	0	Finished
22.12.2017 20:00:00	113730	113800	113660	113660	22	0	Finished
