?Время	O	H	L	C	V	OI	Состояние
18.12.2017 10:00:00	114800	115840	114800	115820	7243	0	Finished
18.12.2017 10:30:00	115830	115850	115660	115770	1477	0	Finished
18.12.2017 11:00:00	115780	116020	115660	115930	4175	0	Finished
18.12.2017 11:30:00	115920	116000	115780	115800	3274	0	Finished
18.12.2017 12:00:00	115800	115920	115740	115830	2176	0	Finished
18.12.2017 12:30:00	115840	115840	115590	115620	2504	0	Finished
18.12.2017 13:00:00	115630	115670	115470	115510	2404	0	Finished
18.12.2017 13:30:00	115510	115510	115340	115360	1838	0	Finished
18.12.2017 14:00:00	115360	115380	115080	115160	3884	0	Finished
18.12.2017 14:30:00	115150	115250	115100	115140	1920	0	Finished
18.12.2017 15:00:00	115130	115370	115080	115260	3550	0	Finished
18.12.2017 15:30:00	115260	115290	114700	114740	5079	0	Finished
18.12.2017 16:00:00	114740	115000	114660	114860	2557	0	Finished
18.12.2017 16:30:00	114850	114900	114410	114450	3241	0	Finished
18.12.2017 17:00:00	114440	114490	114230	114340	3596	0	Finished
18.12.2017 17:30:00	114360	114740	114340	114720	3447	0	Finished
18.12.2017 18:00:00	114740	115000	114660	114880	4343	0	Finished
18.12.2017 18:30:00	114890	114960	114790	114910	1840	0	Finished
18.12.2017 19:00:00	115000	115150	114800	114870	2259	0	Finished
18.12.2017 19:30:00	114850	115010	114820	114910	435	0	Finished
18.12.2017 20:00:00	114910	114950	114760	114800	568	0	Finished
18.12.2017 20:30:00	114800	114850	114700	114800	667	0	Finished
18.12.2017 21:00:00	114800	114870	114770	114840	232	0	Finished
18.12.2017 21:30:00	114830	114830	114740	114750	107	0	Finished
18.12.2017 22:00:00	114750	114850	114740	114830	444	0	Finished
18.12.2017 22:30:00	114820	114860	114810	114820	130	0	Finished
18.12.2017 23:00:00	114830	114850	114800	114800	232	0	Finished
18.12.2017 23:30:00	114790	114880	114730	114730	362	0	Finished
19.12.2017 10:00:00	114880	115320	114780	115100	5688	0	Finished
19.12.2017 10:30:00	115080	115090	114780	114850	3400	0	Finished
19.12.2017 11:00:00	114850	114870	114550	114720	5289	0	Finished
19.12.2017 11:30:00	114730	114840	114440	114510	3933	0	Finished
19.12.2017 12:00:00	114500	114680	114440	114550	7542	0	Finished
19.12.2017 12:30:00	114540	114580	114290	114410	3832	0	Finished
19.12.2017 13:00:00	114410	114420	114270	114300	2946	0	Finished
19.12.2017 13:30:00	114290	114450	114290	114340	12113	0	Finished
19.12.2017 14:00:00	114320	114390	114120	114250	11908	0	Finished
19.12.2017 14:30:00	114240	114260	114000	114220	6622	0	Finished
19.12.2017 15:00:00	114220	114220	113840	114000	7412	0	Finished
19.12.2017 15:30:00	113990	114260	113980	114200	2869	0	Finished
19.12.2017 16:00:00	114190	114470	114140	114340	3851	0	Finished
19.12.2017 16:30:00	114340	114390	114270	114340	3728	0	Finished
19.12.2017 17:00:00	114340	114440	114130	114170	5532	0	Finished
19.12.2017 17:30:00	114160	114200	113920	113960	7967	0	Finished
19.12.2017 18:00:00	113950	114140	113860	114010	4564	0	Finished
19.12.2017 18:30:00	114010	114080	113580	113600	3717	0	Finished
19.12.2017 19:00:00	113580	113730	113500	113560	2716	0	Finished
19.12.2017 19:30:00	113550	113670	113480	113630	1582	0	Finished
19.12.2017 20:00:00	113640	113690	113590	113650	651	0	Finished
19.12.2017 20:30:00	113660	113760	113650	113670	635	0	Finished
19.12.2017 21:00:00	113680	113720	113600	113660	455	0	Finished
19.12.2017 21:30:00	113670	113730	113630	113720	349	0	Finished
19.12.2017 22:00:00	113720	113730	113650	113710	306	0	Finished
19.12.2017 22:30:00	113720	113720	113670	113690	223	0	Finished
19.12.2017 23:00:00	113710	113720	113670	113700	256	0	Finished
19.12.2017 23:30:00	113700	113720	113580	113580	478	0	Finished
20.12.2017 10:00:00	113730	113950	113360	113360	10973	0	Finished
20.12.2017 10:30:00	113380	113620	113310	113330	9216	0	Finished
20.12.2017 11:00:00	113340	113520	113100	113410	11281	0	Finished
20.12.2017 11:30:00	113400	113510	113160	113290	10579	0	Finished
20.12.2017 12:00:00	113280	113650	113230	113320	14959	0	Finished
20.12.2017 12:30:00	113320	113400	113200	113240	6088	0	Finished
20.12.2017 13:00:00	113240	113560	113210	113530	4421	0	Finished
20.12.2017 13:30:00	113530	113570	113420	113470	4846	0	Finished
20.12.2017 14:00:00	113470	113490	113380	113400	2275	0	Finished
20.12.2017 14:30:00	113400	113590	113380	113540	3239	0	Finished
20.12.2017 15:00:00	113530	113700	113530	113560	5227	0	Finished
20.12.2017 15:30:00	113560	113730	113500	113620	3669	0	Finished
20.12.2017 16:00:00	113620	113700	113530	113660	4378	0	Finished
20.12.2017 16:30:00	113650	113710	113510	113540	6438	0	Finished
20.12.2017 17:00:00	113550	113600	113460	113570	11024	0	Finished
20.12.2017 17:30:00	113570	113630	113460	113580	8679	0	Finished
20.12.2017 18:00:00	113590	113690	113520	113550	8338	0	Finished
20.12.2017 18:30:00	113560	113680	113400	113640	9751	0	Finished
20.12.2017 19:00:00	113690	114100	113600	114100	8176	0	Finished
20.12.2017 19:30:00	114100	114230	113880	113890	4231	0	Finished
20.12.2017 20:00:00	113900	113970	113820	113930	1769	0	Finished
20.12.2017 20:30:00	113930	113950	113860	113880	1204	0	Finished
20.12.2017 21:00:00	113890	113980	113850	113900	2233	0	Finished
20.12.2017 21:30:00	113890	113940	113870	113880	869	0	Finished
20.12.2017 22:00:00	113870	113890	113820	113850	780	0	Finished
20.12.2017 22:30:00	113850	113870	113830	113850	611	0	Finished
20.12.2017 23:00:00	113860	113900	113820	113860	1089	0	Finished
20.12.2017 23:30:00	113850	113870	113720	113750	1183	0	Finished
21.12.2017 10:00:00	113720	114090	113620	113970	23151	0	Finished
21.12.2017 10:30:00	113980	114040	113780	113820	23139	0	Finished
21.12.2017 11:00:00	113820	113830	113530	113550	33083	0	Finished
21.12.2017 11:30:00	113550	113620	113230	113260	20194	0	Finished
21.12.2017 12:00:00	113250	113400	113240	113350	13597	0	Finished
21.12.2017 12:30:00	113350	113360	113130	113270	13612	0	Finished
21.12.2017 13:00:00	113250	113260	113000	113210	20697	0	Finished
21.12.2017 13:30:00	113210	113250	113110	113190	9163	0	Finished
21.12.2017 14:00:00	113200	113430	113180	113350	14882	0	Finished
21.12.2017 14:30:00	113350	113530	113350	113470	16456	0	Finished
21.12.2017 15:00:00	113470	113500	113260	113270	23128	0	Finished
21.12.2017 15:30:00	113270	113310	113120	113280	16651	0	Finished
21.12.2017 16:00:00	113290	113450	113250	113380	11576	0	Finished
21.12.2017 16:30:00	113380	113490	113160	113240	15017	0	Finished
21.12.2017 17:00:00	113240	113350	113150	113270	10278	0	Finished
21.12.2017 17:30:00	113270	113350	113140	113190	12787	0	Finished
21.12.2017 18:00:00	113200	113450	113190	113380	10090	0	Finished
21.12.2017 18:30:00	113380	113580	113350	113510	8306	0	Finished
21.12.2017 19:00:00	113530	113760	113390	113640	10389	0	Finished
21.12.2017 19:30:00	113640	113690	113490	113540	7328	0	Finished
21.12.2017 20:00:00	113540	113690	113530	113680	4023	0	Finished
21.12.2017 20:30:00	113680	113780	113680	113720	3513	0	Finished
21.12.2017 21:00:00	113720	113740	113680	113720	1685	0	Finished
21.12.2017 21:30:00	113710	113790	113690	113770	2024	0	Finished
21.12.2017 22:00:00	113760	113770	113720	113740	950	0	Finished
21.12.2017 22:30:00	113740	113760	113710	113740	1076	0	Finished
21.12.2017 23:00:00	113720	113790	113720	113730	2234	0	Finished
