?Время	O	H	L	C	V	OI	Состояние
18.12.2017 13:00:00	113640	113640	113640	113640	1	0	Finished
19.12.2017 20:30:00	112620	112620	112620	112620	1	0	Finished
20.12.2017 11:00:00	112350	112350	112150	112150	4	0	Finished
20.12.2017 12:45:00	112150	112150	112150	112150	1	0	Finished
21.12.2017 19:15:00	112390	112390	112390	112390	1	0	Finished
21.12.2017 20:30:00	112350	112350	112350	112350	1	0	Finished
21.12.2017 22:00:00	112220	112220	112220	112220	2	0	Finished
22.12.2017 10:00:00	112410	112410	112410	112410	1	0	Finished
22.12.2017 12:15:00	112820	112820	112820	112820	2	0	Finished
22.12.2017 19:30:00	113190	113190	113190	113190	1	0	Finished
25.12.2017 10:30:00	113110	113190	113110	113190	5	0	Finished
25.12.2017 12:15:00	112750	112750	112750	112750	1	0	Finished
26.12.2017 13:45:00	112700	112700	112700	112700	2	0	Finished
26.12.2017 16:45:00	113240	113240	113240	113240	1	0	Finished
26.12.2017 17:00:00	113380	113380	113380	113380	1	0	Finished
26.12.2017 23:15:00	113630	113630	113630	113630	33	0	Finished
26.12.2017 23:45:00	114640	114640	114640	114640	33	0	Finished
27.12.2017 18:30:00	114100	114100	114100	114100	50	0	Finished
27.12.2017 19:00:00	114100	114500	114100	114500	7	0	Finished
27.12.2017 19:15:00	112950	112950	112950	112950	60	0	Finished
27.12.2017 23:45:00	113950	113980	113950	113980	15	0	Finished
28.12.2017 18:30:00	113780	113780	113780	113780	60	0	Finished
28.12.2017 21:45:00	112880	112880	112870	112870	52	0	Finished
28.12.2017 23:00:00	112900	112900	112900	112900	38	0	Finished
29.12.2017 10:00:00	113680	113950	113680	113950	100	0	Finished
29.12.2017 14:00:00	113000	113000	112800	112800	90	0	Finished
29.12.2017 15:30:00	112600	112600	112600	112600	50	0	Finished
29.12.2017 16:00:00	112700	112700	112700	112700	65	0	Finished
29.12.2017 17:15:00	113770	113980	113770	113980	150	0	Finished
29.12.2017 18:30:00	113250	114000	113250	114000	30	0	Finished
03.01.2018 10:00:00	114000	114000	114000	114000	1	0	Finished
03.01.2018 19:30:00	115970	115970	115970	115970	2	0	Finished
03.01.2018 19:45:00	116070	116070	116070	116070	1	0	Finished
03.01.2018 20:00:00	116310	116310	116310	116310	1	0	Finished
03.01.2018 20:15:00	116310	116310	116310	116310	1	0	Finished
03.01.2018 20:30:00	116510	116510	116510	116510	1	0	Finished
03.01.2018 21:15:00	116920	116920	116920	116920	1	0	Finished
04.01.2018 12:00:00	117330	117330	117330	117330	1	0	Finished
04.01.2018 12:30:00	117580	117710	117370	117710	49	0	Finished
04.01.2018 15:00:00	118030	118030	118030	118030	10	0	Finished
05.01.2018 19:00:00	117000	117000	117000	117000	20	0	Finished
09.01.2018 11:30:00	120290	121750	120290	121750	2	0	Finished
10.01.2018 18:30:00	122000	122000	122000	122000	1	0	Finished
11.01.2018 15:00:00	122160	122160	122160	122160	1	0	Finished
11.01.2018 19:00:00	123200	123200	123200	123200	2	0	Finished
11.01.2018 19:30:00	123210	123210	123200	123200	2	0	Finished
16.01.2018 16:45:00	124100	124100	124100	124100	1	0	Finished
17.01.2018 22:30:00	125030	125030	125030	125030	1	0	Finished
19.01.2018 10:45:00	126590	126590	126590	126590	1	0	Finished
25.01.2018 12:00:00	128990	128990	128560	128560	2	0	Finished
25.01.2018 18:15:00	129350	129350	129350	129350	1	0	Finished
26.01.2018 16:15:00	127620	127620	127620	127620	1	0	Finished
26.01.2018 19:30:00	127800	127800	127800	127800	1	0	Finished
29.01.2018 12:45:00	127240	127240	127240	127240	1	0	Finished
29.01.2018 17:30:00	125940	125940	125940	125940	1	0	Finished
30.01.2018 11:30:00	126490	126490	126490	126490	1	0	Finished
31.01.2018 16:30:00	126690	126690	126690	126690	1	0	Finished
01.02.2018 16:30:00	127000	127000	127000	127000	1	0	Finished
01.02.2018 23:00:00	127840	127840	127840	127840	1	0	Finished
02.02.2018 15:00:00	126520	126520	126520	126520	1	0	Finished
02.02.2018 17:00:00	125900	125900	125020	125900	17	0	Finished
02.02.2018 17:15:00	125740	125740	125740	125740	3	0	Finished
02.02.2018 17:45:00	125650	125650	125650	125650	1	0	Finished
02.02.2018 18:00:00	125650	125650	125650	125650	3	0	Finished
05.02.2018 14:00:00	124420	124420	124200	124200	5	0	Finished
05.02.2018 15:00:00	124210	124210	124210	124210	1	0	Finished
05.02.2018 23:00:00	123150	123150	123150	123150	1	0	Finished
06.02.2018 10:00:00	120790	120790	120790	120790	1	0	Finished
06.02.2018 11:15:00	122430	122430	122430	122430	1	0	Finished
06.02.2018 12:45:00	121680	121680	121280	121280	2	0	Finished
06.02.2018 13:00:00	121280	121280	121280	121280	2	0	Finished
06.02.2018 15:15:00	120310	120370	120240	120370	4	0	Finished
06.02.2018 18:00:00	122000	122000	122000	122000	1	0	Finished
08.02.2018 10:00:00	120560	120560	120560	120560	1	0	Finished
08.02.2018 11:00:00	120500	120500	120500	120500	2	0	Finished
08.02.2018 11:45:00	121000	121000	121000	121000	2	0	Finished
08.02.2018 13:00:00	121500	121500	121500	121500	6	0	Finished
08.02.2018 13:15:00	121500	121500	121500	121500	4	0	Finished
08.02.2018 14:00:00	121000	121000	121000	121000	8	0	Finished
08.02.2018 15:00:00	120500	120500	120500	120500	5	0	Finished
08.02.2018 22:45:00	119000	119000	119000	119000	1	0	Finished
08.02.2018 23:00:00	119000	119000	119000	119000	4	0	Finished
08.02.2018 23:45:00	118000	118000	118000	118000	5	0	Finished
09.02.2018 11:00:00	118000	118000	118000	118000	1	0	Finished
09.02.2018 11:45:00	118300	118300	118300	118300	1	0	Finished
09.02.2018 14:30:00	117500	117500	117500	117500	5	0	Finished
09.02.2018 15:30:00	117000	117000	117000	117000	5	0	Finished
09.02.2018 17:00:00	118420	118420	118230	118230	3	0	Finished
09.02.2018 17:15:00	118100	118100	118100	118100	1	0	Finished
09.02.2018 18:00:00	118500	118500	118500	118500	5	0	Finished
09.02.2018 21:00:00	115580	115580	115500	115500	2	0	Finished
09.02.2018 21:15:00	115500	115500	115500	115500	4	0	Finished
09.02.2018 21:30:00	114660	114660	114040	114040	35	0	Finished
09.02.2018 21:45:00	114750	115200	114750	115200	2	0	Finished
09.02.2018 22:00:00	116440	116440	116440	116440	1	0	Finished
12.02.2018 12:30:00	119000	119000	119000	119000	1	0	Finished
12.02.2018 13:00:00	119310	119310	119000	119000	9	0	Finished
12.02.2018 13:15:00	119000	119000	119000	119000	1	0	Finished
12.02.2018 15:00:00	119160	119160	119160	119160	1	0	Finished
12.02.2018 21:00:00	119830	119830	119830	119830	1	0	Finished
13.02.2018 12:30:00	120400	120400	120400	120400	1	0	Finished
13.02.2018 13:00:00	120570	120570	120570	120570	1	0	Finished
13.02.2018 17:30:00	120500	120500	120500	120500	1	0	Finished
14.02.2018 12:00:00	122000	122000	122000	122000	9	0	Finished
14.02.2018 16:30:00	121840	121840	121330	121330	31	0	Finished
14.02.2018 16:45:00	121330	121330	121330	121330	10	0	Finished
14.02.2018 17:15:00	121100	121100	121000	121000	15	0	Finished
14.02.2018 22:15:00	124820	124820	124820	124820	1	0	Finished
14.02.2018 22:30:00	124400	124400	124400	124400	1	0	Finished
15.02.2018 10:30:00	125390	125640	124790	125590	6	0	Finished
16.02.2018 12:15:00	125880	125880	125880	125880	1	0	Finished
16.02.2018 12:30:00	125880	126200	125880	126200	4	0	Finished
20.02.2018 10:45:00	125350	125350	125350	125350	2	0	Finished
20.02.2018 17:15:00	124560	124560	124560	124560	2	0	Finished
20.02.2018 21:30:00	124820	124820	124820	124820	1	0	Finished
21.02.2018 10:15:00	124370	124370	124370	124370	1	0	Finished
21.02.2018 18:15:00	127720	127720	127720	127720	1	0	Finished
26.02.2018 10:00:00	129960	131060	129960	131060	16	0	Finished
26.02.2018 10:15:00	132160	132500	132160	132500	11	0	Finished
26.02.2018 12:45:00	131400	131400	131350	131350	2	0	Finished
26.02.2018 18:30:00	131070	131070	131070	131070	1	0	Finished
27.02.2018 11:00:00	131050	131050	131050	131050	10	0	Finished
27.02.2018 17:45:00	130500	130500	130500	130500	5	0	Finished
27.02.2018 19:15:00	129320	129320	129320	129320	1	0	Finished
27.02.2018 19:45:00	129230	129230	129230	129230	1	0	Finished
27.02.2018 20:45:00	129500	129500	129500	129500	15	0	Finished
27.02.2018 21:00:00	129500	129500	129500	129500	4	0	Finished
28.02.2018 10:00:00	128750	128750	128750	128750	9	0	Finished
28.02.2018 10:45:00	128800	128800	128800	128800	1	0	Finished
28.02.2018 12:15:00	128000	128000	128000	128000	7	0	Finished
28.02.2018 15:15:00	127500	127500	127500	127500	1	0	Finished
28.02.2018 17:30:00	127970	127970	127920	127920	2	0	Finished
28.02.2018 18:30:00	127500	127500	127500	127500	4	0	Finished
28.02.2018 22:15:00	127490	127490	127490	127490	2	0	Finished
01.03.2018 12:00:00	126270	126270	126180	126180	2	0	Finished
01.03.2018 12:45:00	126320	126360	126300	126360	3	0	Finished
01.03.2018 13:45:00	126030	126030	126000	126000	6	0	Finished
01.03.2018 14:15:00	126000	126000	126000	126000	3	0	Finished
01.03.2018 17:30:00	126020	126020	126020	126020	1	0	Finished
01.03.2018 17:45:00	125500	125500	125500	125500	5	0	Finished
01.03.2018 18:00:00	125800	125800	125800	125800	3	0	Finished
01.03.2018 18:30:00	125800	125800	125800	125800	27	0	Finished
01.03.2018 22:00:00	125000	125000	125000	125000	3	0	Finished
02.03.2018 10:00:00	125540	125880	125000	125880	11	0	Finished
02.03.2018 10:15:00	126830	126830	126100	126510	15	0	Finished
02.03.2018 12:15:00	126040	126440	126040	126140	14	0	Finished
02.03.2018 13:00:00	125200	125200	125200	125200	1	0	Finished
02.03.2018 13:15:00	125400	125400	125400	125400	1	0	Finished
02.03.2018 13:30:00	125200	125200	125130	125130	2	0	Finished
02.03.2018 13:45:00	124550	124550	124500	124500	7	0	Finished
02.03.2018 15:00:00	124060	124060	124000	124000	9	0	Finished
02.03.2018 15:30:00	124500	124500	124500	124500	1	0	Finished
02.03.2018 17:30:00	123530	123530	123500	123500	2	0	Finished
02.03.2018 17:45:00	123500	123500	123500	123500	4	0	Finished
02.03.2018 18:00:00	123800	123800	123800	123800	1	0	Finished
02.03.2018 18:30:00	124340	124340	124340	124340	1	0	Finished
02.03.2018 20:00:00	124980	124980	124980	124980	1	0	Finished
02.03.2018 20:45:00	124990	125000	124990	125000	2	0	Finished
02.03.2018 23:30:00	125150	125150	125150	125150	1	0	Finished
05.03.2018 11:30:00	126000	126000	126000	126000	1	0	Finished
05.03.2018 15:45:00	125800	125800	125800	125800	1	0	Finished
05.03.2018 16:00:00	126090	126090	126090	126090	1	0	Finished
05.03.2018 18:30:00	126100	126160	126100	126160	2	0	Finished
05.03.2018 19:00:00	126500	126500	126500	126500	1	0	Finished
06.03.2018 10:00:00	128000	128560	128000	128560	2	0	Finished
06.03.2018 11:15:00	127800	127800	127800	127800	1	0	Finished
06.03.2018 15:15:00	127990	127990	127990	127990	1	0	Finished
06.03.2018 17:30:00	127550	127550	127550	127550	1	0	Finished
06.03.2018 18:00:00	127250	127250	127250	127250	1	0	Finished
06.03.2018 19:00:00	126000	126000	126000	126000	1	0	Finished
06.03.2018 20:00:00	126300	126300	126300	126300	1	0	Finished
07.03.2018 11:45:00	125110	125110	125110	125110	1	0	Finished
07.03.2018 14:15:00	124500	124500	124500	124500	5	0	Finished
07.03.2018 18:15:00	125660	125660	125660	125660	1	0	Finished
09.03.2018 17:15:00	125950	125950	125950	125950	1	0	Finished
09.03.2018 18:30:00	126700	126700	126700	126700	1	0	Finished
09.03.2018 22:00:00	127450	127460	127450	127460	2	0	Finished
12.03.2018 10:30:00	127480	127490	127480	127490	2	0	Finished
12.03.2018 13:30:00	127690	127690	127690	127690	1	0	Finished
12.03.2018 15:15:00	127030	127030	127030	127030	1	0	Finished
12.03.2018 16:30:00	127250	127250	127250	127250	1	0	Finished
12.03.2018 17:00:00	127020	127020	127020	127020	1	0	Finished
12.03.2018 18:15:00	126770	126770	126770	126770	1	0	Finished
12.03.2018 21:30:00	127300	127300	127300	127300	1	0	Finished
12.03.2018 22:00:00	127100	127100	127100	127100	1	0	Finished
13.03.2018 10:30:00	126960	127000	126500	126500	11	0	Finished
13.03.2018 10:45:00	126940	126940	126940	126940	2	0	Finished
13.03.2018 11:00:00	126630	126710	126630	126710	2	0	Finished
13.03.2018 11:15:00	126150	126150	126150	126150	1	0	Finished
13.03.2018 12:30:00	127100	127100	126720	126720	2	0	Finished
13.03.2018 12:45:00	127320	127320	127320	127320	1	0	Finished
13.03.2018 13:45:00	127500	127500	127500	127500	1	0	Finished
13.03.2018 14:00:00	127650	127650	127650	127650	1	0	Finished
13.03.2018 15:30:00	127720	127730	127720	127730	2	0	Finished
13.03.2018 16:00:00	127270	127270	127270	127270	1	0	Finished
13.03.2018 18:15:00	126970	126970	126970	126970	2	0	Finished
13.03.2018 19:00:00	126980	126980	126980	126980	1	0	Finished
13.03.2018 19:15:00	126700	126700	126700	126700	1	0	Finished
13.03.2018 19:30:00	127030	127030	127030	127030	1	0	Finished
13.03.2018 21:00:00	126720	126720	126720	126720	1	0	Finished
13.03.2018 22:15:00	126060	126060	126060	126060	1	0	Finished
13.03.2018 22:45:00	126290	126290	126290	126290	1	0	Finished
14.03.2018 10:30:00	126580	126580	126580	126580	1	0	Finished
14.03.2018 11:00:00	126600	126600	126600	126600	1	0	Finished
14.03.2018 12:45:00	126410	126410	126410	126410	1	0	Finished
14.03.2018 16:00:00	125750	125750	125750	125750	2	0	Finished
14.03.2018 16:30:00	125750	125880	125750	125750	47	0	Finished
14.03.2018 17:15:00	125750	125750	125750	125750	14	0	Finished
14.03.2018 17:30:00	125750	125750	125750	125750	39	0	Finished
14.03.2018 17:45:00	125750	125750	125550	125550	16	0	Finished
14.03.2018 18:00:00	125550	125550	125550	125550	1	0	Finished
14.03.2018 18:30:00	125090	125110	125090	125110	13	0	Finished
14.03.2018 20:00:00	124650	125200	124650	125190	9	0	Finished
14.03.2018 22:15:00	124590	124590	124590	124590	1	0	Finished
14.03.2018 22:45:00	124790	124790	124790	124790	1	0	Finished
14.03.2018 23:00:00	124860	124860	124850	124850	2	0	Finished
15.03.2018 10:00:00	125190	125460	125190	125460	2	0	Finished
15.03.2018 11:00:00	125100	125100	124450	124450	6	0	Finished
15.03.2018 11:15:00	124160	124500	124100	124300	10	0	Finished
15.03.2018 12:15:00	125240	125240	125240	125240	1	0	Finished
15.03.2018 13:00:00	125210	125210	125040	125040	8	0	Finished
15.03.2018 13:15:00	125000	125000	124970	124970	11	0	Finished
15.03.2018 13:30:00	124980	124980	124980	124980	1	0	Finished
15.03.2018 14:00:00	124750	124750	124540	124540	2	0	Finished
15.03.2018 14:30:00	124320	124320	124320	124320	1	0	Finished
15.03.2018 16:00:00	124100	124100	124100	124100	1	0	Finished
15.03.2018 16:30:00	124200	124300	124010	124010	14	0	Finished
15.03.2018 16:45:00	124010	124010	124000	124010	8	0	Finished
15.03.2018 17:00:00	124050	124220	124020	124220	4	0	Finished
15.03.2018 17:15:00	124010	124010	124000	124000	111	0	Finished
15.03.2018 17:30:00	123960	123960	123960	123960	1	0	Finished
15.03.2018 18:15:00	124200	124200	124200	124200	1	0	Finished
15.03.2018 19:30:00	123870	123870	123870	123870	1	0	Finished
15.03.2018 20:30:00	123980	123980	123980	123980	1	0	Finished
15.03.2018 20:45:00	123890	123890	123650	123650	2	0	Finished
15.03.2018 21:15:00	123500	123500	123500	123500	1	0	Finished
15.03.2018 21:30:00	123500	123500	123500	123500	4	0	Finished
15.03.2018 22:00:00	123420	123420	123420	123420	2	0	Finished
15.03.2018 22:15:00	123420	123450	123420	123450	2	0	Finished
15.03.2018 22:30:00	123490	123490	123490	123490	1	0	Finished
15.03.2018 22:45:00	123590	123590	123590	123590	1	0	Finished
16.03.2018 10:00:00	123800	124020	123710	123710	4	0	Finished
16.03.2018 10:30:00	123920	123920	123570	123570	3	0	Finished
16.03.2018 10:45:00	123510	123510	123300	123300	2	0	Finished
16.03.2018 11:00:00	123170	123170	123000	123000	14	0	Finished
16.03.2018 11:15:00	123000	123350	123000	123350	48	0	Finished
16.03.2018 11:30:00	123260	123360	122750	122750	153	0	Finished
16.03.2018 11:45:00	122970	122970	122970	122970	1	0	Finished
16.03.2018 13:00:00	123060	123180	122850	123130	133	0	Finished
16.03.2018 13:15:00	123120	123190	123040	123040	76	0	Finished
16.03.2018 13:30:00	123120	123310	123120	123270	10	0	Finished
16.03.2018 13:45:00	123230	123230	123230	123230	2	0	Finished
16.03.2018 14:00:00	123320	123330	122960	123000	88	0	Finished
16.03.2018 14:15:00	122730	122730	122730	122730	6	0	Finished
16.03.2018 14:30:00	122710	123000	122690	123000	38	0	Finished
16.03.2018 14:45:00	123000	123000	122940	122960	5	0	Finished
16.03.2018 15:00:00	122910	123000	122910	123000	84	0	Finished
16.03.2018 15:15:00	123000	123200	123000	123000	96	0	Finished
16.03.2018 15:30:00	123000	123000	123000	123000	9	0	Finished
16.03.2018 15:45:00	123000	123000	123000	123000	8	0	Finished
16.03.2018 16:30:00	123000	123000	122580	122610	74	0	Finished
16.03.2018 16:45:00	122700	122790	122690	122730	25	0	Finished
16.03.2018 17:00:00	122770	123000	122640	122820	39	0	Finished
16.03.2018 17:15:00	122840	122930	122780	122780	14	0	Finished
16.03.2018 17:30:00	122970	123130	122900	123050	124	0	Finished
16.03.2018 17:45:00	122950	122950	122950	122950	1	0	Finished
16.03.2018 18:00:00	122950	123000	122950	123000	223	0	Finished
16.03.2018 18:15:00	122990	123270	122990	123270	9	0	Finished
16.03.2018 18:30:00	123190	123190	122910	123000	115	0	Finished
16.03.2018 19:00:00	122900	123240	122850	123030	111	0	Finished
16.03.2018 19:15:00	123160	123380	123160	123380	7	0	Finished
16.03.2018 19:30:00	123250	123350	123250	123350	5	0	Finished
16.03.2018 19:45:00	123400	123400	123300	123300	6	0	Finished
16.03.2018 20:00:00	123350	123350	123000	123000	4	0	Finished
16.03.2018 20:45:00	123200	123200	123200	123200	1	0	Finished
16.03.2018 21:15:00	123350	123350	123350	123350	1	0	Finished
16.03.2018 22:00:00	123490	123500	123490	123500	3	0	Finished
16.03.2018 22:45:00	123300	123300	123300	123300	1	0	Finished
16.03.2018 23:30:00	123490	123500	123490	123500	2	0	Finished
16.03.2018 23:45:00	123590	123590	123590	123590	1	0	Finished
19.03.2018 10:00:00	123610	123610	123610	123610	1	0	Finished
19.03.2018 10:15:00	123470	123470	123200	123200	2	0	Finished
19.03.2018 10:30:00	123240	123240	123240	123240	1	0	Finished
19.03.2018 10:45:00	123340	123340	123340	123340	1	0	Finished
19.03.2018 11:00:00	123100	123100	123080	123080	2	0	Finished
19.03.2018 11:15:00	123030	123550	122940	123010	11	0	Finished
19.03.2018 11:30:00	122900	122900	122900	122900	1	0	Finished
19.03.2018 11:45:00	123130	124070	123130	123530	67	0	Finished
19.03.2018 12:00:00	123420	123420	123300	123400	9	0	Finished
19.03.2018 12:15:00	123400	123400	123150	123330	17	0	Finished
19.03.2018 12:30:00	123200	123200	122800	122800	9	0	Finished
19.03.2018 13:00:00	123060	123060	123060	123060	1	0	Finished
19.03.2018 13:15:00	122790	122790	122790	122790	1	0	Finished
19.03.2018 14:00:00	122600	122600	122510	122510	4	0	Finished
19.03.2018 14:30:00	122510	122510	122510	122510	1	0	Finished
19.03.2018 14:45:00	122490	122490	122490	122490	1	0	Finished
19.03.2018 15:00:00	122450	122450	122450	122450	1	0	Finished
19.03.2018 15:15:00	122450	122450	122450	122450	5	0	Finished
19.03.2018 15:30:00	122730	122730	122730	122730	1	0	Finished
19.03.2018 16:00:00	122150	122150	122150	122150	2	0	Finished
19.03.2018 17:00:00	122800	122800	122610	122610	2	0	Finished
19.03.2018 17:30:00	122570	122570	122500	122500	91	0	Finished
19.03.2018 17:45:00	122500	122500	122000	122000	42	0	Finished
19.03.2018 18:00:00	122500	122500	122500	122500	2	0	Finished
19.03.2018 18:30:00	122040	122100	122000	122000	10	0	Finished
19.03.2018 19:00:00	121150	121710	121140	121710	3	0	Finished
19.03.2018 20:00:00	121500	121500	121500	121500	1	0	Finished
19.03.2018 20:45:00	121940	121940	121940	121940	1	0	Finished
19.03.2018 21:00:00	122000	122020	122000	122020	2	0	Finished
19.03.2018 21:15:00	122080	122080	122020	122020	2	0	Finished
20.03.2018 10:00:00	122420	122500	122300	122300	12	0	Finished
20.03.2018 10:15:00	122400	122400	122400	122400	1	0	Finished
20.03.2018 10:30:00	122100	122100	122100	122100	1	0	Finished
20.03.2018 11:00:00	121600	121820	121600	121670	3	0	Finished
20.03.2018 11:30:00	121350	121350	121330	121330	2	0	Finished
20.03.2018 11:45:00	121270	121270	121210	121210	2	0	Finished
20.03.2018 12:15:00	121540	121550	121540	121550	2	0	Finished
20.03.2018 12:30:00	121310	121500	121300	121400	22	0	Finished
20.03.2018 12:45:00	121650	121700	121650	121700	5	0	Finished
20.03.2018 13:00:00	121800	122000	121800	122000	5	0	Finished
20.03.2018 13:15:00	122030	122030	121970	122000	3	0	Finished
20.03.2018 14:15:00	122140	122140	122140	122140	1	0	Finished
20.03.2018 14:45:00	122100	122100	121800	121800	14	0	Finished
20.03.2018 15:00:00	121730	122200	121730	122200	3	0	Finished
20.03.2018 15:15:00	122250	122540	122250	122420	252	0	Finished
20.03.2018 15:30:00	122490	122700	122490	122700	36	0	Finished
20.03.2018 15:45:00	122470	122470	122440	122450	4	0	Finished
20.03.2018 16:15:00	122310	122390	122300	122390	3	0	Finished
20.03.2018 16:30:00	122450	122450	122250	122400	5	0	Finished
20.03.2018 16:45:00	122450	122500	122270	122270	7	0	Finished
20.03.2018 17:00:00	122420	122420	122420	122420	1	0	Finished
20.03.2018 17:15:00	122450	122470	122350	122410	4	0	Finished
20.03.2018 17:30:00	122340	122400	122340	122400	2	0	Finished
20.03.2018 17:45:00	122540	122780	122540	122780	4	0	Finished
20.03.2018 18:00:00	122900	123550	122900	123550	32	0	Finished
20.03.2018 18:15:00	123550	123580	123450	123520	14	0	Finished
20.03.2018 18:30:00	123420	123420	123420	123420	6	0	Finished
20.03.2018 19:30:00	123250	123250	123250	123250	1	0	Finished
20.03.2018 19:45:00	123230	123250	123230	123250	3	0	Finished
20.03.2018 20:30:00	123230	123230	123230	123230	1	0	Finished
20.03.2018 21:00:00	123000	123010	122950	123010	3	0	Finished
20.03.2018 21:30:00	123180	123180	123180	123180	1	0	Finished
20.03.2018 21:45:00	123200	123200	123200	123200	1	0	Finished
20.03.2018 23:30:00	123550	123550	123550	123550	1	0	Finished
21.03.2018 10:30:00	123820	124540	123820	124070	30	0	Finished
21.03.2018 10:45:00	124100	124100	124050	124050	3	0	Finished
21.03.2018 11:00:00	124260	124270	124100	124100	6	0	Finished
21.03.2018 11:15:00	124110	124230	123960	123960	22	0	Finished
21.03.2018 11:30:00	123980	123980	123980	123980	1	0	Finished
21.03.2018 11:45:00	124000	124000	124000	124000	380	0	Finished
21.03.2018 12:00:00	124000	124000	124000	124000	20	0	Finished
21.03.2018 12:15:00	124020	124020	124020	124020	1	0	Finished
21.03.2018 12:30:00	124060	124060	124060	124060	1	0	Finished
21.03.2018 12:45:00	124360	124490	124360	124480	232	0	Finished
21.03.2018 13:15:00	124470	124480	124470	124480	16	0	Finished
21.03.2018 13:30:00	124480	124480	124480	124480	27	0	Finished
21.03.2018 14:00:00	124480	124480	124480	124480	2	0	Finished
21.03.2018 14:15:00	124480	124480	124480	124480	6	0	Finished
21.03.2018 14:30:00	124010	124010	123710	123710	5	0	Finished
21.03.2018 15:00:00	123810	124180	123810	123940	19	0	Finished
