?Время	O	H	L	C	V	OI	Состояние
18.12.2017 10:00:00	114800	115850	114800	115770	8720	0	Finished
18.12.2017 11:00:00	115780	116020	115660	115800	7449	0	Finished
18.12.2017 12:00:00	115800	115920	115590	115620	4680	0	Finished
18.12.2017 13:00:00	115630	115670	115340	115360	4242	0	Finished
18.12.2017 14:00:00	115360	115380	115080	115140	5804	0	Finished
18.12.2017 15:00:00	115130	115370	114700	114740	8629	0	Finished
18.12.2017 16:00:00	114740	115000	114410	114450	5798	0	Finished
18.12.2017 17:00:00	114440	114740	114230	114720	7043	0	Finished
18.12.2017 18:00:00	114740	115000	114660	114910	6183	0	Finished
18.12.2017 19:00:00	115000	115150	114800	114910	2694	0	Finished
18.12.2017 20:00:00	114910	114950	114700	114800	1235	0	Finished
18.12.2017 21:00:00	114800	114870	114740	114750	339	0	Finished
18.12.2017 22:00:00	114750	114860	114740	114820	574	0	Finished
18.12.2017 23:00:00	114830	114880	114730	114730	594	0	Finished
19.12.2017 10:00:00	114880	115320	114780	114850	9088	0	Finished
19.12.2017 11:00:00	114850	114870	114440	114510	9222	0	Finished
19.12.2017 12:00:00	114500	114680	114290	114410	11374	0	Finished
19.12.2017 13:00:00	114410	114450	114270	114340	15059	0	Finished
19.12.2017 14:00:00	114320	114390	114000	114220	18530	0	Finished
19.12.2017 15:00:00	114220	114260	113840	114200	10281	0	Finished
19.12.2017 16:00:00	114190	114470	114140	114340	7579	0	Finished
19.12.2017 17:00:00	114340	114440	113920	113960	13499	0	Finished
19.12.2017 18:00:00	113950	114140	113580	113600	8281	0	Finished
19.12.2017 19:00:00	113580	113730	113480	113630	4298	0	Finished
19.12.2017 20:00:00	113640	113760	113590	113670	1286	0	Finished
19.12.2017 21:00:00	113680	113730	113600	113720	804	0	Finished
19.12.2017 22:00:00	113720	113730	113650	113690	529	0	Finished
19.12.2017 23:00:00	113710	113720	113580	113580	734	0	Finished
20.12.2017 10:00:00	113730	113950	113310	113330	20189	0	Finished
20.12.2017 11:00:00	113340	113520	113100	113290	21860	0	Finished
20.12.2017 12:00:00	113280	113650	113200	113240	21047	0	Finished
20.12.2017 13:00:00	113240	113570	113210	113470	9267	0	Finished
20.12.2017 14:00:00	113470	113590	113380	113540	5514	0	Finished
20.12.2017 15:00:00	113530	113730	113500	113620	8896	0	Finished
20.12.2017 16:00:00	113620	113710	113510	113540	10816	0	Finished
20.12.2017 17:00:00	113550	113630	113460	113580	19703	0	Finished
