?Время	O	H	L	C	V	OI	Состояние
18.12.2017 10:00:00	114200	115060	114200	114900	22708	0	Finished
18.12.2017 10:10:00	114900	115270	114830	115230	17531	0	Finished
18.12.2017 10:20:00	115240	115340	115130	115320	12753	0	Finished
18.12.2017 10:30:00	115330	115380	115160	115220	6047	0	Finished
18.12.2017 10:40:00	115220	115290	115150	115270	3128	0	Finished
18.12.2017 10:50:00	115270	115320	115240	115290	3592	0	Finished
18.12.2017 11:00:00	115300	115340	115150	115260	11808	0	Finished
18.12.2017 11:10:00	115260	115280	115200	115270	3713	0	Finished
18.12.2017 11:20:00	115260	115530	115210	115410	13785	0	Finished
18.12.2017 11:30:00	115400	115470	115340	115390	4129	0	Finished
18.12.2017 11:40:00	115400	115480	115370	115380	4086	0	Finished
18.12.2017 11:50:00	115360	115400	115220	115230	5475	0	Finished
18.12.2017 12:00:00	115220	115300	115160	115190	4981	0	Finished
18.12.2017 12:10:00	115190	115340	115180	115300	2873	0	Finished
18.12.2017 12:20:00	115300	115340	115210	115240	3593	0	Finished
18.12.2017 12:30:00	115250	115280	115100	115170	5758	0	Finished
18.12.2017 12:40:00	115170	115230	115110	115150	3347	0	Finished
18.12.2017 12:50:00	115140	115160	114980	115020	6651	0	Finished
18.12.2017 13:00:00	115030	115070	114890	114980	7167	0	Finished
18.12.2017 13:10:00	114970	114990	114920	114970	2672	0	Finished
18.12.2017 13:20:00	114960	115000	114860	114890	4097	0	Finished
18.12.2017 13:30:00	114890	114910	114860	114880	2724	0	Finished
18.12.2017 13:40:00	114880	114910	114750	114790	6479	0	Finished
18.12.2017 13:50:00	114790	114810	114720	114770	3630	0	Finished
18.12.2017 14:00:00	114750	114780	114710	114740	2178	0	Finished
18.12.2017 14:10:00	114740	114750	114470	114570	7425	0	Finished
18.12.2017 14:20:00	114560	114600	114440	114560	5414	0	Finished
18.12.2017 14:30:00	114550	114640	114520	114550	4078	0	Finished
18.12.2017 14:40:00	114560	114600	114470	114510	3794	0	Finished
18.12.2017 14:50:00	114510	114580	114470	114530	2253	0	Finished
18.12.2017 15:00:00	114530	114530	114450	114500	3290	0	Finished
18.12.2017 15:10:00	114480	114720	114480	114690	6989	0	Finished
18.12.2017 15:20:00	114690	114740	114620	114640	4095	0	Finished
18.12.2017 15:30:00	114640	114690	114540	114560	3146	0	Finished
18.12.2017 15:40:00	114560	114600	114240	114260	9844	0	Finished
18.12.2017 15:50:00	114260	114300	114080	114130	10542	0	Finished
18.12.2017 16:00:00	114120	114180	114030	114180	8002	0	Finished
18.12.2017 16:10:00	114180	114400	114170	114300	7065	0	Finished
18.12.2017 16:20:00	114290	114290	114190	114250	2269	0	Finished
18.12.2017 16:30:00	114250	114280	114180	114180	2117	0	Finished
18.12.2017 16:40:00	114190	114190	113830	113890	11782	0	Finished
18.12.2017 16:50:00	113890	113940	113770	113810	7998	0	Finished
18.12.2017 17:00:00	113820	113850	113620	113710	9721	0	Finished
18.12.2017 17:10:00	113700	113820	113690	113730	4214	0	Finished
18.12.2017 17:20:00	113720	113820	113640	113740	7131	0	Finished
18.12.2017 17:30:00	113750	113980	113720	113920	7745	0	Finished
18.12.2017 17:40:00	113920	114020	113870	113940	5051	0	Finished
18.12.2017 17:50:00	113940	114140	113910	114130	6291	0	Finished
18.12.2017 18:00:00	114120	114280	114020	114200	9752	0	Finished
18.12.2017 18:10:00	114210	114390	114190	114310	8117	0	Finished
18.12.2017 18:20:00	114310	114380	114250	114270	4960	0	Finished
18.12.2017 18:30:00	114280	114310	114140	114160	6203	0	Finished
18.12.2017 18:40:00	114150	114340	114150	114300	3230	0	Finished
18.12.2017 19:00:00	114280	114530	114270	114460	7230	0	Finished
18.12.2017 19:10:00	114470	114480	114210	114260	4187	0	Finished
18.12.2017 19:20:00	114270	114340	114170	114250	2305	0	Finished
18.12.2017 19:30:00	114260	114300	114200	114270	1334	0	Finished
18.12.2017 19:40:00	114270	114390	114260	114360	1175	0	Finished
18.12.2017 19:50:00	114360	114410	114270	114290	1068	0	Finished
18.12.2017 20:00:00	114280	114330	114280	114300	972	0	Finished
18.12.2017 20:10:00	114290	114300	114230	114270	666	0	Finished
18.12.2017 20:20:00	114270	114270	114140	114180	2011	0	Finished
18.12.2017 20:30:00	114170	114210	114050	114120	1813	0	Finished
18.12.2017 20:40:00	114120	114230	114120	114230	563	0	Finished
18.12.2017 20:50:00	114230	114230	114140	114170	773	0	Finished
18.12.2017 21:00:00	114170	114200	114140	114150	383	0	Finished
18.12.2017 21:10:00	114150	114210	114140	114190	338	0	Finished
18.12.2017 21:20:00	114180	114270	114180	114240	916	0	Finished
18.12.2017 21:30:00	114230	114240	114190	114210	534	0	Finished
18.12.2017 21:40:00	114210	114220	114170	114180	243	0	Finished
18.12.2017 21:50:00	114180	114180	114110	114130	452	0	Finished
18.12.2017 22:00:00	114120	114210	114110	114200	692	0	Finished
18.12.2017 22:10:00	114200	114240	114150	114170	903	0	Finished
18.12.2017 22:20:00	114170	114250	114160	114220	444	0	Finished
18.12.2017 22:30:00	114210	114230	114180	114200	322	0	Finished
18.12.2017 22:40:00	114210	114220	114190	114190	126	0	Finished
18.12.2017 22:50:00	114200	114240	114190	114200	299	0	Finished
18.12.2017 23:00:00	114190	114240	114190	114240	443	0	Finished
18.12.2017 23:10:00	114230	114240	114210	114210	351	0	Finished
18.12.2017 23:20:00	114200	114210	114170	114170	449	0	Finished
18.12.2017 23:30:00	114170	114260	114160	114250	1381	0	Finished
18.12.2017 23:40:00	114260	114280	114220	114240	1282	0	Finished
19.12.2017 10:00:00	114280	114510	114170	114430	11503	0	Finished
19.12.2017 10:10:00	114440	114630	114430	114600	9304	0	Finished
19.12.2017 10:20:00	114590	114700	114430	114470	6767	0	Finished
19.12.2017 10:30:00	114460	114470	114330	114410	4803	0	Finished
19.12.2017 10:40:00	114420	114420	114220	114270	5659	0	Finished
19.12.2017 10:50:00	114250	114320	114150	114230	4635	0	Finished
19.12.2017 11:00:00	114220	114260	113950	114160	11627	0	Finished
19.12.2017 11:10:00	114150	114220	114050	114150	4958	0	Finished
19.12.2017 11:20:00	114150	114170	114010	114080	5984	0	Finished
19.12.2017 11:30:00	114080	114190	114040	114130	3714	0	Finished
19.12.2017 11:40:00	114130	114140	113830	113860	11315	0	Finished
19.12.2017 11:50:00	113860	113910	113780	113850	5071	0	Finished
19.12.2017 12:00:00	113860	113900	113800	113820	6782	0	Finished
19.12.2017 12:10:00	113820	113920	113760	113920	7708	0	Finished
19.12.2017 12:20:00	113920	113990	113760	113860	5518	0	Finished
19.12.2017 12:30:00	113850	113920	113820	113880	2357	0	Finished
19.12.2017 12:40:00	113880	113900	113820	113870	2945	0	Finished
19.12.2017 12:50:00	113880	113880	113590	113740	9228	0	Finished
19.12.2017 13:00:00	113730	113750	113670	113700	2688	0	Finished
19.12.2017 13:10:00	113700	113730	113670	113710	1736	0	Finished
19.12.2017 13:20:00	113700	113760	113600	113620	5878	0	Finished
19.12.2017 13:30:00	113620	113720	113600	113690	4434	0	Finished
19.12.2017 13:40:00	113690	113780	113640	113720	8177	0	Finished
19.12.2017 13:50:00	113710	113750	113630	113650	5040	0	Finished
19.12.2017 14:00:00	113640	113720	113590	113680	2800	0	Finished
19.12.2017 14:10:00	113670	113720	113630	113650	8065	0	Finished
19.12.2017 14:20:00	113660	113700	113480	113590	8807	0	Finished
19.12.2017 14:30:00	113590	113590	113500	113520	3401	0	Finished
19.12.2017 14:40:00	113530	113530	113350	113470	8331	0	Finished
19.12.2017 14:50:00	113460	113590	113310	113560	9249	0	Finished
19.12.2017 15:00:00	113560	113570	113370	113410	4992	0	Finished
19.12.2017 15:10:00	113400	113420	113180	113290	7709	0	Finished
19.12.2017 15:20:00	113280	113340	113240	113320	3359	0	Finished
19.12.2017 15:30:00	113320	113480	113320	113460	3698	0	Finished
19.12.2017 15:40:00	113450	113570	113430	113500	3776	0	Finished
19.12.2017 15:50:00	113500	113540	113450	113500	2434	0	Finished
19.12.2017 16:00:00	113500	113520	113430	113510	2162	0	Finished
19.12.2017 16:10:00	113500	113740	113490	113720	5785	0	Finished
19.12.2017 16:20:00	113720	113780	113610	113610	3748	0	Finished
19.12.2017 16:30:00	113630	113680	113520	113630	4738	0	Finished
19.12.2017 16:40:00	113630	113660	113530	113580	3261	0	Finished
19.12.2017 16:50:00	113570	113630	113560	113590	2063	0	Finished
19.12.2017 17:00:00	113600	113710	113580	113610	5369	0	Finished
19.12.2017 17:10:00	113610	113630	113440	113480	4778	0	Finished
19.12.2017 17:20:00	113480	113510	113380	113410	4363	0	Finished
19.12.2017 17:30:00	113400	113450	113300	113350	5849	0	Finished
19.12.2017 17:40:00	113340	113340	113210	113300	6749	0	Finished
19.12.2017 17:50:00	113290	113420	113120	113150	9199	0	Finished
19.12.2017 18:00:00	113150	113340	113070	113290	7491	0	Finished
19.12.2017 18:10:00	113300	113370	113240	113280	3186	0	Finished
19.12.2017 18:20:00	113280	113300	113120	113220	5027	0	Finished
19.12.2017 18:30:00	113230	113300	113150	113270	4935	0	Finished
19.12.2017 18:40:00	113270	113280	112800	112810	7822	0	Finished
19.12.2017 19:00:00	112840	113020	112730	112900	5990	0	Finished
19.12.2017 19:10:00	112890	112920	112750	112900	3914	0	Finished
19.12.2017 19:20:00	112890	112930	112820	112830	2431	0	Finished
19.12.2017 19:30:00	112830	112860	112780	112820	1417	0	Finished
19.12.2017 19:40:00	112840	112980	112820	112970	2676	0	Finished
19.12.2017 19:50:00	112970	112970	112930	112950	1100	0	Finished
19.12.2017 20:00:00	112950	112980	112930	112950	1171	0	Finished
19.12.2017 20:10:00	112950	113010	112940	112990	959	0	Finished
19.12.2017 20:20:00	112980	113010	112960	112960	672	0	Finished
19.12.2017 20:30:00	112980	113070	112960	113000	1851	0	Finished
19.12.2017 20:40:00	113010	113020	112980	112980	212	0	Finished
19.12.2017 20:50:00	112990	113000	112970	112990	239	0	Finished
19.12.2017 21:00:00	113000	113040	112980	112980	811	0	Finished
19.12.2017 21:10:00	112980	112990	112950	112990	570	0	Finished
19.12.2017 21:20:00	112990	113010	112970	112980	416	0	Finished
19.12.2017 21:30:00	112980	113000	112950	112960	216	0	Finished
19.12.2017 21:40:00	112950	113030	112930	113010	537	0	Finished
19.12.2017 21:50:00	113000	113030	113000	113020	273	0	Finished
19.12.2017 22:00:00	113030	113040	113010	113010	246	0	Finished
19.12.2017 22:10:00	113000	113020	112970	113010	388	0	Finished
19.12.2017 22:20:00	113010	113050	113000	113030	536	0	Finished
19.12.2017 22:30:00	113030	113040	112990	112990	708	0	Finished
19.12.2017 22:40:00	113000	113010	112980	113000	195	0	Finished
19.12.2017 22:50:00	113000	113030	112980	113030	434	0	Finished
19.12.2017 23:00:00	113030	113040	112970	112990	484	0	Finished
19.12.2017 23:10:00	113010	113030	112980	113010	466	0	Finished
19.12.2017 23:20:00	113010	113030	112990	113030	373	0	Finished
19.12.2017 23:30:00	113010	113040	113000	113020	570	0	Finished
19.12.2017 23:40:00	113030	113030	112860	112860	1632	0	Finished
20.12.2017 10:00:00	112990	113280	112920	113110	10024	0	Finished
20.12.2017 10:10:00	113110	113150	112850	113000	6683	0	Finished
20.12.2017 10:20:00	113000	113020	112680	112710	9032	0	Finished
20.12.2017 10:30:00	112700	112840	112690	112720	6173	0	Finished
20.12.2017 10:40:00	112720	112920	112660	112890	7306	0	Finished
20.12.2017 10:50:00	112900	112950	112640	112670	5992	0	Finished
20.12.2017 11:00:00	112660	112850	112520	112610	8791	0	Finished
20.12.2017 11:10:00	112610	112670	112470	112520	6577	0	Finished
20.12.2017 11:20:00	112520	112710	112510	112660	4908	0	Finished
20.12.2017 11:30:00	112650	112780	112560	112600	7067	0	Finished
20.12.2017 11:40:00	112610	112660	112510	112510	4328	0	Finished
20.12.2017 11:50:00	112510	112580	112380	112510	8273	0	Finished
20.12.2017 12:00:00	112510	112880	112480	112580	13243	0	Finished
20.12.2017 12:10:00	112580	112610	112460	112540	3730	0	Finished
20.12.2017 12:20:00	112540	112600	112510	112550	4090	0	Finished
20.12.2017 12:30:00	112550	112600	112510	112550	3726	0	Finished
20.12.2017 12:40:00	112550	112560	112460	112500	2793	0	Finished
20.12.2017 12:50:00	112490	112530	112400	112440	4834	0	Finished
20.12.2017 13:00:00	112440	112520	112410	112440	2325	0	Finished
20.12.2017 13:10:00	112450	112580	112440	112570	3493	0	Finished
20.12.2017 13:20:00	112570	112770	112510	112750	6016	0	Finished
20.12.2017 13:30:00	112730	112770	112610	112650	2528	0	Finished
20.12.2017 13:40:00	112660	112690	112590	112650	2750	0	Finished
20.12.2017 13:50:00	112650	112660	112600	112610	2060	0	Finished
20.12.2017 14:00:00	112610	112660	112570	112610	1052	0	Finished
20.12.2017 14:10:00	112620	112640	112560	112590	1992	0	Finished
20.12.2017 14:20:00	112600	112610	112550	112590	1988	0	Finished
20.12.2017 14:30:00	112580	112620	112560	112600	1674	0	Finished
20.12.2017 14:40:00	112610	112670	112590	112650	3027	0	Finished
20.12.2017 14:50:00	112650	112770	112640	112700	4047	0	Finished
20.12.2017 15:00:00	112700	112850	112690	112760	3272	0	Finished
20.12.2017 15:10:00	112770	112830	112750	112790	1676	0	Finished
20.12.2017 15:20:00	112790	112850	112700	112700	2462	0	Finished
20.12.2017 15:30:00	112720	112780	112640	112740	3738	0	Finished
20.12.2017 15:40:00	112740	112790	112710	112730	1523	0	Finished
20.12.2017 15:50:00	112750	112870	112730	112760	2777	0	Finished
20.12.2017 16:00:00	112760	112800	112710	112800	1685	0	Finished
20.12.2017 16:10:00	112800	112840	112680	112710	2413	0	Finished
20.12.2017 16:20:00	112720	112780	112640	112760	3143	0	Finished
20.12.2017 16:30:00	112760	112810	112670	112730	4229	0	Finished
20.12.2017 16:40:00	112730	112810	112700	112750	3210	0	Finished
20.12.2017 16:50:00	112740	112770	112620	112650	4192	0	Finished
20.12.2017 17:00:00	112640	112680	112580	112600	5263	0	Finished
20.12.2017 17:10:00	112590	112660	112550	112630	4817	0	Finished
20.12.2017 17:20:00	112640	112700	112620	112660	6584	0	Finished
20.12.2017 17:30:00	112680	112730	112610	112630	4312	0	Finished
20.12.2017 17:40:00	112630	112650	112550	112620	7761	0	Finished
20.12.2017 17:50:00	112620	112710	112620	112700	2847	0	Finished
20.12.2017 18:00:00	112700	112730	112620	112720	5338	0	Finished
20.12.2017 18:10:00	112710	112780	112610	112660	6143	0	Finished
20.12.2017 18:20:00	112650	112690	112590	112610	5417	0	Finished
20.12.2017 18:30:00	112630	112700	112470	112680	13751	0	Finished
20.12.2017 18:40:00	112680	112750	112610	112660	2099	0	Finished
20.12.2017 19:00:00	112700	113120	112660	112930	6958	0	Finished
20.12.2017 19:10:00	112950	113010	112880	112940	3896	0	Finished
20.12.2017 19:20:00	112940	113140	112940	113120	2591	0	Finished
20.12.2017 19:30:00	113130	113220	113000	113000	4044	0	Finished
20.12.2017 19:40:00	113010	113020	112930	112940	1463	0	Finished
20.12.2017 19:50:00	112950	112980	112920	112940	806	0	Finished
20.12.2017 20:00:00	112940	112950	112870	112900	1159	0	Finished
20.12.2017 20:10:00	112880	112950	112860	112930	945	0	Finished
20.12.2017 20:20:00	112930	112980	112910	112950	475	0	Finished
20.12.2017 20:30:00	112960	113010	112940	112970	975	0	Finished
20.12.2017 20:40:00	112980	113010	112950	112990	746	0	Finished
20.12.2017 20:50:00	113000	113000	112960	113000	435	0	Finished
20.12.2017 21:00:00	113000	113040	112980	113000	571	0	Finished
20.12.2017 21:10:00	113010	113110	113000	113040	2191	0	Finished
